Mon, 07 Sep 2020 11:10:04 ERROR    Constructing component 'SoCStart' from data={(2012003035, 1, 50): 27.78554815446735, (2014007518, 1, 22): 28.89277408, (2014007518, 2, 36): 29.16958056, (2014007518, 3, 137): 28.47756436, (2015005541, 1, 36): 36.71694586054119, (2012002526, 1, 15): 66.11644319999999, (2012002526, 2, 38): 74.22751679999998, (2012002526, 3, 60): 74.22751679999998, (2012004071, 1, 4): 29.16958055446736, (2014007545, 1, 22): 36.58015196054119, (2014007545, 2, 50): 38.3584732, (2014007930, 1, 42): 47.22988709566239, (2016001356, 1, 14): 53.4821729956624, (2015006841, 1, 54): 23.01508391824407, (2013007921, 1, 33): 73.84127520000001, (2014003988, 1, 26): 20.71694639824407, (2014006205, 1, 108): 27.37033843446735, (2015002729, 1, 48): 22.2216793, (2015002729, 2, 56): 23.17923660000001, (2012002081, 1, 32): 10.94219571446735, (2012002081, 2, 58): 26.67832223446736, (2015009232, 1, 28): 22.35847319824408, (2014008121, 1, 40): 19.29428983824406} failed:
    RuntimeError: Failed to set value for param=SoCStart, index=(2012003035, 1, 50), value=27.78554815446735.
	source error message="Index '(2012003035, 1, 50)' is not valid for indexed component 'SoCStart'"
Mon, 07 Sep 2020 11:10:05 INFO     Program started
Mon, 07 Sep 2020 11:10:05 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:05 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:05 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:05 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:05 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:09 INFO     Done!
Mon, 07 Sep 2020 11:10:09 INFO     Program started
Mon, 07 Sep 2020 11:10:09 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:09 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:09 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:09 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:10 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:14 INFO     Done!
Mon, 07 Sep 2020 11:10:14 INFO     Program started
Mon, 07 Sep 2020 11:10:14 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:14 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:14 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:14 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:14 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:16 INFO     Program started
Mon, 07 Sep 2020 11:10:16 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:16 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:16 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:16 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:16 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:20 INFO     Done!
Mon, 07 Sep 2020 11:10:20 INFO     Program started
Mon, 07 Sep 2020 11:10:20 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:20 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:20 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:20 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:20 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:21 INFO     Program started
Mon, 07 Sep 2020 11:10:21 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:21 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:21 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:21 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:21 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:22 INFO     Program started
Mon, 07 Sep 2020 11:10:22 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:22 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:22 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:22 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:22 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:26 INFO     Done!
Mon, 07 Sep 2020 11:10:26 INFO     Program started
Mon, 07 Sep 2020 11:10:26 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:26 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:26 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:26 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:26 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:30 INFO     Done!
Mon, 07 Sep 2020 11:10:30 INFO     Program started
Mon, 07 Sep 2020 11:10:30 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:30 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:30 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:30 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:30 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:34 INFO     Done!
Mon, 07 Sep 2020 11:10:35 INFO     Program started
Mon, 07 Sep 2020 11:10:35 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:35 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:35 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:35 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:35 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:38 INFO     Done!
Mon, 07 Sep 2020 11:10:39 INFO     Program started
Mon, 07 Sep 2020 11:10:39 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:39 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:39 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:39 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:39 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:39 INFO     Program started
Mon, 07 Sep 2020 11:10:39 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:39 INFO     Testcase selected: /timeseries/EVDay01_mix5.xlsx
Mon, 07 Sep 2020 11:10:39 INFO     Model selected: EVScheduleV2G
Mon, 07 Sep 2020 11:10:39 INFO     Given model file found and selected from the models library
Mon, 07 Sep 2020 11:10:40 INFO     Given testcase file found and selected from the testcase library
Mon, 07 Sep 2020 11:10:40 INFO     Program started
Mon, 07 Sep 2020 11:10:40 INFO     Solver selected: cplex
Mon, 07 Sep 2020 11:10:4Mon, 07 Sep 2020 11:10:40 INFO     Program started
Mon, 07 Sep 2020 11:10:40 INFO     Solver selected: cplex
